City,Month,AQI,Range,Quality level,PM2.5,PM10,CO,SO2,NO2,O3,Unnamed: 11
Xining,2014-06-01,70.0,34~102,good,48.0,82.0,0.897,29.0,27.0,70.0,
Xining,2014-07-01,64.0,33~92,good,45.0,77.0,0.929,30.0,27.0,75.0,
Xining,2014-08-01,71.0,41~121,good,50.0,85.0,0.99,29.0,29.0,89.0,
Xining,2014-09-01,69.0,29~104,good,48.0,85.0,0.867,26.0,30.0,79.0,
Xining,2014-10-01,74.0,24~120,good,52.0,91.0,1.048,25.0,34.0,64.0,
Xining,2014-11-01,99.0,39~179,good,73.0,108.0,1.593,35.0,44.0,47.0,
Xining,2014-12-01,96.0,66~130,good,69.0,120.0,2.045,53.0,48.0,38.0,
Xining,2015-01-01,88.0,58~142,good,63.0,113.0,1.984,38.0,42.0,50.0,
Xining,2015-02-01,92.0,55~154,good,60.0,116.0,1.275,24.0,29.0,72.0,
Xining,2015-03-01,104.0,70~361,light pollution,53.0,150.0,1.235,22.0,26.0,79.0,
Xining,2015-04-01,82.0,54~165,good,45.0,112.0,1.043,17.0,26.0,100.0,
Xining,2015-05-01,88.0,50~432,good,43.0,104.0,1.026,18.0,23.0,116.0,
Xining,2015-06-01,79.0,60~96,good,37.0,75.0,1.087,21.0,24.0,129.0,
Xining,2015-07-01,66.0,46~91,good,31.0,72.0,1.129,26.0,33.0,114.0,
Xining,2015-08-01,70.0,42~176,good,33.0,82.0,1.132,27.0,35.0,105.0,
Xining,2015-09-01,59.0,34~87,good,30.0,66.0,1.22,22.0,37.0,79.0,
Xining,2015-10-01,70.0,43~101,good,39.0,89.0,1.5,26.0,43.0,69.0,
Xining,2015-11-01,91.0,50~156,good,62.0,123.0,2.38,47.0,60.0,43.0,
Xining,2015-12-01,105.0,48~152,light pollution,76.0,135.0,2.465,55.0,60.0,43.0,
Xining,2016-01-01,90.0,50~122,good,62.0,111.0,2.277,50.0,52.0,44.0,
Xining,2016-02-01,105.0,51~377,light pollution,60.0,133.0,1.71,29.0,38.0,59.0,
Xining,2016-03-01,104.0,53~183,light pollution,57.0,156.0,1.242,25.0,40.0,70.0,
Xining,2016-04-01,75.0,42~130,good,36.0,100.0,0.857,25.0,38.0,79.0,
Xining,2016-05-01,77.0,37~159,good,37.0,103.0,0.881,20.0,35.0,97.0,
Xining,2016-06-01,72.0,52~116,good,33.0,83.0,0.923,30.0,32.0,118.0,
Xining,2016-07-01,76.0,35~111,good,33.0,78.0,0.932,34.0,34.0,126.0,
Xining,2016-08-01,70.0,35~113,good,36.0,76.0,0.8,34.0,29.0,117.0,
Xining,2016-09-01,65.0,41~85,good,35.0,76.0,1.053,25.0,36.0,94.0,
Xining,2016-10-01,73.0,43~110,good,41.0,94.0,1.165,18.0,46.0,72.0,
Xining,2016-11-01,115.0,74~225,light pollution,71.0,174.0,2.237,33.0,59.0,55.0,
Xining,2016-12-01,115.0,78~215,light pollution,83.0,152.0,3.316,53.0,67.0,38.0,
Xining,2017-01-01,121.0,53~500,light pollution,49.0,113.0,2.352,33.0,49.0,52.0,
Xining,2017-02-01,92.0,57~134,good,41.0,92.0,2.161,28.0,43.0,72.0,
Xining,2017-03-01,80.0,50~260,good,33.0,86.0,1.448,20.0,38.0,91.0,
Xining,2017-04-01,83.0,40~500,good,25.0,82.0,1.173,23.0,39.0,99.0,
Xining,2017-05-01,71.0,51~114,good,23.0,76.0,1.016,16.0,35.0,117.0,
Xining,2017-06-01,87.0,57~131,good,21.0,56.0,0.747,17.0,36.0,144.0,
Xining,2017-07-01,91.0,43~158,good,24.0,61.0,1.045,21.0,33.0,146.0,
Xining,2017-08-01,50.0,30~81,good,19.0,41.0,0.855,11.0,15.0,94.0,
Xining,2017-09-01,60.0,41~75,good,21.0,55.0,1.023,18.0,26.0,100.0,
Xining,2017-10-01,65.0,36~96,good,28.0,71.0,1.526,22.0,40.0,77.0,
Xining,2017-11-01,87.0,68~132,good,55.0,118.0,1.947,36.0,59.0,65.0,
Xining,2017-12-01,127.0,65~667,light pollution,43.0,70.0,2.042,38.0,64.0,29.0,
Xining,2018-01-01,79.0,0~158,good,54.0,94.0,1.858,28.0,43.0,59.0,
Xining,2018-02-01,65.0,0~95,good,39.0,83.0,1.732,21.0,30.0,81.0,
Xining,2018-03-01,45.0,0~92,excellent,21.0,55.0,1.513,17.0,34.0,97.0,
Xining,2018-04-01,51.0,0~81,good,25.0,57.0,1.133,14.0,31.0,93.0,
Xining,2018-05-01,66.0,0~101,good,29.0,76.0,1.094,14.0,28.0,109.0,
Xining,2018-06-01,71.0,48~110,good,23.0,52.0,1.12,18.0,26.0,124.0,
Xining,2018-07-01,66.0,37~100,good,20.0,41.0,1.123,15.0,30.0,114.0,
Xining,2018-08-01,55.0,29~82,good,19.0,33.0,1.045,10.0,29.0,100.0,
Xining,2018-09-01,47.0,33~72,excellent,22.0,43.0,0.943,11.0,30.0,85.0,
Xining,2018-10-01,52.0,0~82,good,29.0,55.0,1.265,17.0,36.0,73.0,
Xining,2018-11-01,65.0,0~95,good,41.0,73.0,1.917,26.0,55.0,56.0,
Xining,2018-12-01,80.0,0~122,good,57.0,89.0,2.203,24.0,57.0,48.0,
Xining,2019-01-01,81.0,46~139,good,58.0,86.0,2.045,32.0,51.0,58.0,
Xining,2019-02-01,69.0,50~101,good,41.0,84.0,1.339,18.0,32.0,73.0,
Xining,2019-03-01,70.0,48~110,good,36.0,88.0,1.155,16.0,38.0,98.0,
Xining,2019-04-01,70.0,41~114,good,37.0,82.0,1.073,18.0,34.0,112.0,
Xining,2019-05-01,95.0,47~500,good,42.0,97.0,0.806,11.0,24.0,114.0,
Xining,2019-06-01,64.0,38~104,good,22.0,36.0,0.88,13.0,27.0,114.0,
Xining,2019-07-01,66.0,43~100,good,25.0,42.0,0.935,14.0,30.0,116.0,
Xining,2019-08-01,68.0,34~105,good,18.0,35.0,0.897,12.0,27.0,119.0,
Xining,2019-09-01,54.0,39~83,good,21.0,40.0,0.947,11.0,34.0,97.0,
Xining,2019-10-01,54.0,34~74,good,29.0,53.0,1.09,12.0,41.0,67.0,
Xining,2019-11-01,74.0,39~147,good,47.0,78.0,1.4,21.0,51.0,61.0,
Xining,2019-12-01,74.0,43~110,good,51.0,65.0,1.935,26.0,53.0,54.0,
Xining,2020-01-01,84.0,55~139,good,61.0,73.0,2.035,22.0,46.0,79.0,
Xining,2020-02-01,63.0,40~120,good,38.0,70.0,1.279,18.0,31.0,94.0,
Xining,2020-03-01,69.0,51~127,good,34.0,86.0,0.961,13.0,32.0,99.0,
Xining,2020-04-01,70.0,50~120,good,33.0,83.0,0.953,11.0,33.0,106.0,
Xining,2020-05-01,67.0,45~102,good,28.0,61.0,0.752,11.0,29.0,114.0,
Xining,2020-06-01,68.0,42~113,good,23.0,45.0,0.74,12.0,31.0,117.0,
Xining,2020-07-01,72.0,39~121,good,21.0,39.0,0.806,14.0,29.0,125.0,
Xining,2020-08-01,61.0,37~100,good,21.0,40.0,0.848,14.0,29.0,108.0,
Xining,2020-09-01,52.0,37~72,good,24.0,41.0,0.753,12.0,33.0,91.0,
Xining,2020-10-01,60.0,43~88,good,33.0,65.0,0.977,13.0,40.0,81.0,
Xining,2020-11-01,86.0,40~128,good,61.0,97.0,1.623,22.0,57.0,59.0,
Xining,2020-12-01,76.0,46~133,good,55.0,75.0,1.577,24.0,47.0,53.0,
Xining,2021-01-01,73.0,51~103,good,42.0,69.0,1.732,28.0,48.0,55.0,
Xining,2021-02-01,62.0,42~125,good,37.0,62.0,1.568,23.0,37.0,80.0,
Xining,2021-03-01,153.0,54~500,moderately pollution,16.0,28.0,1.297,17.0,37.0,87.0,
Xining,2021-04-01,67.0,38~229,good,25.0,56.0,1.023,11.0,31.0,96.0,
Xining,2021-05-01,67.0,41~90,good,24.0,49.0,0.865,13.0,30.0,116.0,
Xining,2021-06-01,76.0,35~106,good,22.0,41.0,0.703,12.0,26.0,129.0,
Xining,2021-07-01,93.0,43~124,good,19.0,37.0,1.026,17.0,28.0,151.0,
Xining,2021-08-01,72.0,41~110,good,20.0,39.0,0.948,14.0,28.0,123.0,
Xining,2021-09-01,58.0,32~76,good,24.0,43.0,1.08,15.0,35.0,102.0,
Xining,2021-10-01,55.0,32~77,good,32.0,58.0,0.971,15.0,36.0,76.0,
Xining,2021-11-01,68.0,46~100,good,42.0,79.0,1.197,23.0,46.0,60.0,
Xining,2021-12-01,74.0,47~108,good,51.0,82.0,1.439,29.0,53.0,47.0,
Xining,2022-01-01,74.0,53~109,good,49.0,76.0,1.513,27.0,47.0,57.0,
Xining,2022-02-01,61.0,39~105,good,39.0,63.0,0.961,20.0,30.0,85.0,
Xining,2022-03-01,82.0,53~170,good,16.0,38.0,0.848,18.0,30.0,90.0,
Xining,2022-04-01,77.0,43~180,good,25.0,56.0,0.757,14.0,20.0,106.0,
Xining,2022-05-01,77.0,47~151,good,28.0,53.0,0.919,13.0,15.0,128.0,
Xining,2022-06-01,84.0,47~158,good,19.0,36.0,0.893,15.0,19.0,138.0,
Xining,2022-07-01,79.0,37~110,good,19.0,42.0,0.797,14.0,24.0,130.0,
Xining,2022-08-01,64.0,33~89,good,20.0,35.0,0.726,10.0,18.0,114.0,
Xining,2022-09-01,58.0,35~74,good,21.0,36.0,0.92,12.0,28.0,102.0,
Xining,2022-10-01,52.0,34~74,good,29.0,54.0,0.79,17.0,29.0,88.0,
Xining,2022-11-01,61.0,,,33.0,70.0,0.997,20.0,27.0,84.0,
Xining,2022-12-01,80.0,,,48.0,106.0,1.339,28.0,43.0,58.0,
Lanzhou,2014-01-01,112.0,52~377,light pollution,81.0,137.0,1.913,43.0,45.0,54.0,
Lanzhou,2014-02-01,95.0,46~210,good,66.0,108.0,1.4,29.0,38.0,61.0,
Lanzhou,2014-03-01,99.0,65~146,good,51.0,149.0,1.229,29.0,48.0,71.0,
Lanzhou,2014-04-01,104.0,42~347,light pollution,54.0,147.0,1.348,28.0,50.0,68.0,
Lanzhou,2014-05-01,95.0,57~235,good,52.0,138.0,1.317,28.0,51.0,97.0,
Lanzhou,2014-06-01,77.0,57~113,good,51.0,97.0,1.16,18.0,31.0,85.0,
Lanzhou,2014-07-01,70.0,46~106,good,44.0,89.0,1.016,13.0,39.0,78.0,
Lanzhou,2014-08-01,73.0,38~127,good,45.0,92.0,1.026,16.0,38.0,78.0,
Lanzhou,2014-09-01,71.0,40~118,good,45.0,90.0,1.147,16.0,32.0,69.0,
Lanzhou,2014-10-01,75.0,29~131,good,50.0,93.0,1.265,19.0,36.0,65.0,
Lanzhou,2014-11-01,95.0,42~167,good,67.0,121.0,1.863,27.0,53.0,44.0,
Lanzhou,2014-12-01,116.0,63~206,light pollution,82.0,148.0,2.297,39.0,55.0,43.0,
Lanzhou,2015-01-01,93.0,51~190,good,64.0,118.0,2.619,42.0,54.0,52.0,
Lanzhou,2015-02-01,84.0,46~162,good,52.0,109.0,2.004,26.0,39.0,77.0,
Lanzhou,2015-03-01,103.0,58~215,light pollution,51.0,153.0,1.284,19.0,44.0,83.0,
Lanzhou,2015-04-01,92.0,47~199,good,45.0,133.0,0.887,18.0,43.0,102.0,
Lanzhou,2015-05-01,92.0,48~358,good,45.0,125.0,0.826,13.0,45.0,99.0,
Lanzhou,2015-06-01,82.0,51~149,good,40.0,111.0,0.773,11.0,43.0,100.0,
Lanzhou,2015-07-01,78.0,48~131,good,44.0,94.0,1.094,13.0,47.0,98.0,
Lanzhou,2015-08-01,78.0,54~147,good,37.0,97.0,0.984,15.0,46.0,111.0,
Lanzhou,2015-09-01,70.0,40~111,good,37.0,84.0,1.047,15.0,47.0,83.0,
Lanzhou,2015-10-01,79.0,51~116,good,41.0,105.0,1.074,19.0,50.0,80.0,
Lanzhou,2015-11-01,98.0,48~175,good,66.0,132.0,1.887,30.0,67.0,45.0,
Lanzhou,2015-12-01,111.0,40~166,light pollution,79.0,143.0,2.429,38.0,73.0,36.0,
Lanzhou,2016-01-01,98.0,39~175,good,65.0,121.0,2.042,37.0,65.0,53.0,
Lanzhou,2016-02-01,125.0,52~451,light pollution,64.0,163.0,1.421,26.0,54.0,78.0,
Lanzhou,2016-03-01,99.0,50~159,good,48.0,143.0,1.168,15.0,52.0,95.0,
Lanzhou,2016-04-01,85.0,51~142,good,37.0,112.0,0.85,10.0,48.0,114.0,
Lanzhou,2016-05-01,95.0,36~325,good,46.0,117.0,0.729,10.0,43.0,127.0,
Lanzhou,2016-06-01,81.0,51~120,good,40.0,95.0,0.863,10.0,53.0,119.0,
Lanzhou,2016-07-01,82.0,34~124,good,32.0,84.0,0.923,8.0,41.0,125.0,
Lanzhou,2016-08-01,71.0,34~129,good,31.0,78.0,0.971,7.0,34.0,117.0,
Lanzhou,2016-09-01,80.0,56~99,good,42.0,100.0,1.087,9.0,58.0,109.0,
Lanzhou,2016-10-01,83.0,42~159,good,46.0,114.0,1.119,14.0,53.0,71.0,
Lanzhou,2016-11-01,163.0,70~500,moderately pollution,94.0,264.0,2.0,35.0,82.0,66.0,
Lanzhou,2016-12-01,140.0,76~203,light pollution,97.0,200.0,2.635,41.0,101.0,57.0,
Lanzhou,2017-01-01,136.0,50~500,light pollution,62.0,126.0,1.955,37.0,72.0,68.0,
Lanzhou,2017-02-01,103.0,54~169,light pollution,62.0,140.0,1.636,26.0,62.0,93.0,
Lanzhou,2017-03-01,86.0,60~172,good,41.0,85.0,1.132,15.0,53.0,102.0,
Lanzhou,2017-04-01,113.0,57~500,light pollution,39.0,96.0,0.783,10.0,50.0,119.0,
Lanzhou,2017-05-01,124.0,64~500,light pollution,36.0,90.0,0.684,11.0,48.0,136.0,
Lanzhou,2017-06-01,91.0,58~127,good,37.0,86.0,0.83,10.0,48.0,145.0,
Lanzhou,2017-07-01,92.0,46~130,good,30.0,79.0,0.755,10.0,41.0,145.0,
Lanzhou,2017-08-01,73.0,38~129,good,30.0,73.0,0.777,9.0,43.0,114.0,
Lanzhou,2017-09-01,81.0,61~124,good,39.0,96.0,0.79,12.0,52.0,120.0,
Lanzhou,2017-10-01,75.0,34~110,good,41.0,85.0,1.161,14.0,51.0,75.0,
Lanzhou,2017-11-01,100.0,74~127,light pollution,60.0,147.0,1.987,35.0,76.0,66.0,
Lanzhou,2017-12-01,160.0,68~733,moderately pollution,67.0,136.0,2.581,53.0,90.0,33.0,
Lanzhou,2018-01-01,88.0,0~132,good,59.0,115.0,1.835,37.0,62.0,54.0,
Lanzhou,2018-02-01,75.0,0~111,good,44.0,92.0,1.561,32.0,56.0,80.0,
Lanzhou,2018-03-01,46.0,0~103,excellent,22.0,53.0,1.19,23.0,58.0,105.0,
Lanzhou,2018-04-01,49.0,0~118,excellent,23.0,56.0,0.81,14.0,49.0,119.0,
Lanzhou,2018-05-01,57.0,0~122,good,23.0,60.0,0.606,11.0,41.0,126.0,
Lanzhou,2018-06-01,90.0,49~148,good,26.0,63.0,0.713,13.0,43.0,146.0,
Lanzhou,2018-07-01,74.0,0~137,good,20.0,47.0,0.665,10.0,37.0,124.0,
Lanzhou,2018-08-01,70.0,34~133,good,21.0,46.0,0.716,9.0,34.0,120.0,
Lanzhou,2018-09-01,62.0,33~118,good,25.0,58.0,0.733,11.0,42.0,97.0,
Lanzhou,2018-10-01,71.0,0~111,good,36.0,85.0,0.871,16.0,54.0,90.0,
Lanzhou,2018-11-01,65.0,0~123,good,41.0,80.0,1.487,26.0,68.0,59.0,
Lanzhou,2018-12-01,89.0,0~135,good,58.0,115.0,1.652,33.0,62.0,39.0,
Lanzhou,2019-01-01,87.0,48~163,good,56.0,100.0,1.677,32.0,67.0,54.0,
Lanzhou,2019-02-01,75.0,50~113,good,43.0,96.0,1.046,24.0,45.0,75.0,
Lanzhou,2019-03-01,84.0,56~162,good,41.0,105.0,0.942,18.0,53.0,107.0,
Lanzhou,2019-04-01,88.0,47~157,good,34.0,95.0,0.687,14.0,48.0,135.0,
Lanzhou,2019-05-01,98.0,49~500,good,38.0,125.0,0.577,9.0,38.0,119.0,
Lanzhou,2019-06-01,71.0,36~100,good,20.0,49.0,0.587,11.0,38.0,119.0,
Lanzhou,2019-07-01,90.0,53~133,good,20.0,54.0,0.687,9.0,41.0,145.0,
Lanzhou,2019-08-01,83.0,40~128,good,20.0,51.0,0.765,11.0,40.0,135.0,
Lanzhou,2019-09-01,64.0,35~100,good,24.0,58.0,0.777,12.0,42.0,106.0,
Lanzhou,2019-10-01,66.0,30~99,good,34.0,77.0,0.99,15.0,48.0,66.0,
Lanzhou,2019-11-01,80.0,53~114,good,47.0,104.0,1.273,20.0,58.0,52.0,
Lanzhou,2019-12-01,97.0,46~132,good,67.0,126.0,2.071,37.0,76.0,45.0,
Lanzhou,2020-01-01,88.0,54~129,good,61.0,92.0,1.658,24.0,64.0,64.0,
Lanzhou,2020-02-01,77.0,48~157,good,42.0,95.0,1.197,21.0,47.0,99.0,
Lanzhou,2020-03-01,80.0,57~165,good,38.0,107.0,0.894,14.0,46.0,105.0,
Lanzhou,2020-04-01,82.0,52~154,good,36.0,105.0,0.743,14.0,44.0,119.0,
Lanzhou,2020-05-01,81.0,42~141,good,30.0,85.0,0.652,11.0,41.0,130.0,
Lanzhou,2020-06-01,84.0,51~120,good,26.0,64.0,0.69,10.0,37.0,138.0,
Lanzhou,2020-07-01,85.0,40~125,good,20.0,51.0,0.671,10.0,36.0,138.0,
Lanzhou,2020-08-01,72.0,40~130,good,18.0,50.0,0.8,10.0,37.0,122.0,
Lanzhou,2020-09-01,59.0,36~86,good,20.0,53.0,0.73,10.0,42.0,91.0,
Lanzhou,2020-10-01,66.0,46~102,good,31.0,78.0,0.761,13.0,46.0,78.0,
Lanzhou,2020-11-01,87.0,32~122,good,54.0,112.0,1.363,21.0,65.0,56.0,
Lanzhou,2020-12-01,80.0,44~120,good,50.0,99.0,1.632,24.0,60.0,45.0,
Lanzhou,2021-01-01,88.0,50~119,good,38.0,83.0,1.739,28.0,64.0,47.0,
Lanzhou,2021-02-01,73.0,49~95,good,35.0,72.0,1.261,22.0,49.0,80.0,
Lanzhou,2021-03-01,179.0,57~500,moderately pollution,15.0,35.0,0.897,14.0,48.0,84.0,
Lanzhou,2021-04-01,80.0,35~415,good,23.0,50.0,0.627,9.0,35.0,93.0,
Lanzhou,2021-05-01,83.0,44~185,good,20.0,57.0,0.584,12.0,39.0,119.0,
Lanzhou,2021-06-01,77.0,44~105,good,20.0,46.0,0.513,10.0,34.0,127.0,
Lanzhou,2021-07-01,90.0,38~134,good,18.0,49.0,0.506,11.0,35.0,146.0,
Lanzhou,2021-08-01,81.0,44~133,good,21.0,53.0,0.568,11.0,33.0,134.0,
Lanzhou,2021-09-01,64.0,35~93,good,21.0,50.0,0.677,12.0,41.0,110.0,
Lanzhou,2021-10-01,58.0,41~85,good,31.0,64.0,0.694,10.0,39.0,79.0,
Lanzhou,2021-11-01,85.0,52~109,good,47.0,107.0,1.05,20.0,63.0,58.0,
Lanzhou,2021-12-01,90.0,49~110,good,55.0,108.0,1.506,26.0,72.0,38.0,
Lanzhou,2022-01-01,90.0,58~112,good,59.0,104.0,1.684,22.0,67.0,54.0,
Lanzhou,2022-02-01,67.0,40~107,good,38.0,64.0,1.057,17.0,40.0,84.0,
Lanzhou,2022-03-01,94.0,51~194,good,17.0,47.0,0.842,15.0,41.0,98.0,
Lanzhou,2022-04-01,92.0,32~355,good,18.0,48.0,0.643,12.0,30.0,110.0,
Lanzhou,2022-05-01,78.0,41~199,good,22.0,51.0,0.616,11.0,33.0,125.0,
Lanzhou,2022-06-01,84.0,49~115,good,21.0,50.0,0.55,10.0,28.0,140.0,
Lanzhou,2022-07-01,92.0,47~138,good,20.0,45.0,0.542,11.0,22.0,149.0,
Lanzhou,2022-08-01,67.0,32~100,good,20.0,41.0,0.568,9.0,21.0,116.0,
Lanzhou,2022-09-01,70.0,48~120,good,23.0,55.0,0.56,11.0,37.0,119.0,
Lanzhou,2022-10-01,61.0,43~70,good,32.0,69.0,0.626,12.0,34.0,94.0,
Lanzhou,2022-11-01,74.0,,,42.0,95.0,1.047,20.0,44.0,79.0,
Lanzhou,2022-12-01,103.0,,,60.0,150.0,1.342,27.0,58.0,52.0,
Yinchuan,2014-01-01,91.0,49~167,good,64.0,117.0,2.197,137.0,58.0,42.0,
Yinchuan,2014-02-01,97.0,34~158,good,67.0,116.0,1.329,108.0,41.0,58.0,
Yinchuan,2014-03-01,96.0,53~425,good,47.0,133.0,1.323,83.0,36.0,80.0,
Yinchuan,2014-04-01,88.0,58~197,good,43.0,122.0,0.928,25.0,26.0,109.0,
Yinchuan,2014-05-01,77.0,49~169,good,28.0,96.0,0.929,17.0,30.0,111.0,
Yinchuan,2014-06-01,70.0,48~98,good,27.0,63.0,1.123,21.0,29.0,117.0,
Yinchuan,2014-07-01,71.0,47~112,good,35.0,87.0,0.848,13.0,27.0,101.0,
Yinchuan,2014-08-01,64.0,50~87,good,38.0,77.0,0.839,17.0,31.0,84.0,
Yinchuan,2014-09-01,64.0,43~82,good,35.0,78.0,0.917,17.0,36.0,60.0,
Yinchuan,2014-10-01,76.0,34~119,good,46.0,101.0,1.065,27.0,43.0,62.0,
Yinchuan,2014-11-01,98.0,52~175,good,70.0,123.0,1.47,106.0,54.0,43.0,
Yinchuan,2014-12-01,90.0,57~155,good,59.0,121.0,1.387,142.0,43.0,40.0,
Yinchuan,2015-01-01,115.0,56~220,light pollution,82.0,154.0,1.739,176.0,56.0,36.0,
Yinchuan,2015-02-01,87.0,57~144,good,48.0,118.0,1.104,98.0,34.0,53.0,
Yinchuan,2015-03-01,92.0,50~318,good,39.0,127.0,0.926,75.0,32.0,74.0,
Yinchuan,2015-04-01,83.0,53~164,good,38.0,116.0,0.783,21.0,27.0,92.0,
Yinchuan,2015-05-01,82.0,42~150,good,34.0,109.0,0.674,18.0,25.0,101.0,
Yinchuan,2015-06-01,83.0,55~145,good,35.0,103.0,0.77,18.0,23.0,117.0,
Yinchuan,2015-07-01,91.0,66~135,good,45.0,112.0,0.803,17.0,29.0,141.0,
Yinchuan,2015-08-01,74.0,47~121,good,42.0,95.0,0.855,19.0,34.0,95.0,
Yinchuan,2015-09-01,60.0,32~82,good,33.0,71.0,0.863,17.0,29.0,73.0,
Yinchuan,2015-10-01,64.0,28~112,good,34.0,76.0,1.223,30.0,42.0,60.0,
Yinchuan,2015-11-01,107.0,44~221,light pollution,76.0,127.0,1.613,92.0,47.0,32.0,
Yinchuan,2015-12-01,120.0,43~294,light pollution,74.0,133.0,2.058,136.0,56.0,52.0,
Yinchuan,2016-01-01,106.0,47~210,light pollution,73.0,116.0,1.561,117.0,44.0,57.0,
Yinchuan,2016-02-01,104.0,51~234,light pollution,70.0,124.0,1.317,105.0,41.0,87.0,
Yinchuan,2016-03-01,106.0,56~210,light pollution,64.0,148.0,1.023,69.0,36.0,94.0,
Yinchuan,2016-04-01,79.0,53~100,good,46.0,106.0,0.76,24.0,32.0,113.0,
Yinchuan,2016-05-01,105.0,55~500,light pollution,49.0,139.0,0.681,23.0,27.0,121.0,
Yinchuan,2016-06-01,91.0,65~143,good,36.0,81.0,0.66,22.0,25.0,142.0,
Yinchuan,2016-07-01,88.0,51~143,good,30.0,73.0,0.848,17.0,22.0,143.0,
Yinchuan,2016-08-01,69.0,35~110,good,29.0,65.0,1.013,15.0,21.0,111.0,
Yinchuan,2016-09-01,67.0,49~97,good,31.0,70.0,0.983,17.0,31.0,107.0,
Yinchuan,2016-10-01,80.0,50~172,good,52.0,105.0,1.274,33.0,42.0,72.0,
Yinchuan,2016-11-01,112.0,44~182,light pollution,74.0,158.0,1.733,87.0,59.0,55.0,
Yinchuan,2016-12-01,141.0,71~249,light pollution,103.0,169.0,2.245,125.0,62.0,45.0,
Yinchuan,2017-01-01,135.0,68~331,light pollution,81.0,143.0,2.261,129.0,57.0,57.0,
Yinchuan,2017-02-01,104.0,55~192,light pollution,71.0,126.0,1.546,92.0,49.0,84.0,
Yinchuan,2017-03-01,79.0,51~133,good,47.0,86.0,1.119,52.0,42.0,100.0,
Yinchuan,2017-04-01,87.0,46~185,good,26.0,68.0,0.74,24.0,35.0,122.0,
Yinchuan,2017-05-01,130.0,74~500,light pollution,29.0,83.0,0.668,28.0,38.0,147.0,
Yinchuan,2017-06-01,119.0,66~200,light pollution,35.0,102.0,0.673,23.0,35.0,176.0,
Yinchuan,2017-07-01,102.0,56~182,light pollution,33.0,85.0,0.742,17.0,30.0,158.0,
Yinchuan,2017-08-01,85.0,42~131,good,30.0,77.0,0.803,22.0,32.0,137.0,
Yinchuan,2017-09-01,76.0,57~118,good,30.0,88.0,0.887,26.0,38.0,117.0,
Yinchuan,2017-10-01,80.0,33~171,good,48.0,110.0,1.223,27.0,44.0,85.0,
Yinchuan,2017-11-01,89.0,45~157,good,47.0,111.0,1.43,64.0,47.0,68.0,
Yinchuan,2017-12-01,97.0,50~175,good,57.0,105.0,2.081,71.0,55.0,39.0,
Yinchuan,2018-01-01,59.0,0~113,good,36.0,70.0,1.232,55.0,37.0,62.0,
Yinchuan,2018-02-01,64.0,0~114,good,36.0,73.0,1.039,60.0,32.0,85.0,
Yinchuan,2018-03-01,52.0,0~104,good,26.0,66.0,0.887,43.0,38.0,104.0,
Yinchuan,2018-04-01,61.0,0~124,good,23.0,72.0,0.677,18.0,30.0,118.0,
Yinchuan,2018-05-01,44.0,0~120,excellent,11.0,35.0,0.59,13.0,27.0,135.0,
Yinchuan,2018-06-01,88.0,0~141,good,20.0,53.0,0.617,11.0,26.0,149.0,
Yinchuan,2018-07-01,73.0,0~155,good,18.0,41.0,0.632,8.0,21.0,136.0,
Yinchuan,2018-08-01,74.0,0~112,good,23.0,45.0,0.803,9.0,23.0,128.0,
Yinchuan,2018-09-01,56.0,0~85,good,26.0,54.0,0.777,11.0,32.0,97.0,
Yinchuan,2018-10-01,62.0,0~99,good,35.0,73.0,0.987,15.0,42.0,85.0,
Yinchuan,2018-11-01,63.0,0~108,good,40.0,82.0,1.363,24.0,54.0,53.0,
Yinchuan,2018-12-01,70.0,0~112,good,41.0,92.0,1.639,30.0,43.0,47.0,
Yinchuan,2019-01-01,84.0,46~138,good,56.0,109.0,1.916,36.0,53.0,48.0,
Yinchuan,2019-02-01,76.0,41~113,good,45.0,94.0,1.304,24.0,36.0,82.0,
Yinchuan,2019-03-01,71.0,45~158,good,35.0,84.0,0.939,16.0,38.0,94.0,
Yinchuan,2019-04-01,78.0,48~183,good,31.0,89.0,0.75,11.0,31.0,119.0,
Yinchuan,2019-05-01,93.0,52~230,good,32.0,102.0,0.558,9.0,27.0,122.0,
Yinchuan,2019-06-01,75.0,43~114,good,21.0,46.0,0.657,9.0,26.0,129.0,
Yinchuan,2019-07-01,81.0,53~122,good,20.0,49.0,0.59,9.0,28.0,136.0,
Yinchuan,2019-08-01,78.0,45~120,good,19.0,43.0,0.661,10.0,27.0,132.0,
Yinchuan,2019-09-01,69.0,36~94,good,21.0,45.0,0.627,9.0,37.0,118.0,
Yinchuan,2019-10-01,62.0,36~90,good,28.0,63.0,0.706,11.0,41.0,74.0,
Yinchuan,2019-11-01,69.0,37~107,good,35.0,82.0,0.947,17.0,45.0,57.0,
Yinchuan,2019-12-01,74.0,37~137,good,47.0,83.0,1.232,19.0,50.0,54.0,
Yinchuan,2020-01-01,120.0,48~283,light pollution,90.0,125.0,1.69,20.0,51.0,59.0,
Yinchuan,2020-02-01,74.0,40~169,good,42.0,92.0,1.003,22.0,30.0,92.0,
Yinchuan,2020-03-01,70.0,43~160,good,28.0,86.0,0.674,14.0,29.0,99.0,
Yinchuan,2020-04-01,70.0,46~97,good,25.0,71.0,0.583,12.0,33.0,118.0,
Yinchuan,2020-05-01,86.0,51~226,good,27.0,94.0,0.465,10.0,27.0,121.0,
